﻿Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,468.9094,NA,68.35590000000001,69.45730000000000,0.00000000000000,3.59460000000000,6.5724,400.5535,68.3559,68.3559,0.0000,0.4561,71.4944,4.3131,67.1813,-41.9315,400.5535,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,577.7944,NA,0.53130000000000,6.92010000000000,0.18040000000000,3.04030000000000,8.7885,577.7462,0.2286,0.0482,0.1804,1.2892,1.7993,1.7916,0.0077,30.5056,577.7462,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,618.4728,NA,40.67840000000000,34.74000000000000,0.44720000000000,1.69450000000000,2.8501,577.9748,40.9452,40.4980,0.4472,2.8599,39.3326,1.5762,37.7564,-34.5114,577.9748,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,618.9595,NA,0.48670000000000,6.91720000000000,0.16850000000000,1.70340000000000,9.2806,618.9200,0.2080,0.0395,0.1685,1.2473,0.4956,0.4846,0.0110,34.0280,618.9200,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,663.6890,NA,44.72950000000000,41.69760000000000,0.28890000000000,1.56460000000000,6.2487,619.1280,44.8499,44.5610,0.2889,44.6946,1.4310,1.4310,0.0000,-41.4896,619.1280,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,588.0731,NA,119.16370000000001,118.05680000000000,0.00000000000000,1.86910000000000,5.4655,468.9094,119.1637,119.1637,0.0000,3.5946,117.4382,2.5756,114.8626,-49.7009,468.9094,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,664.0174,NA,0.32840000000000,6.97730000000000,0.20170000000000,1.77940000000000,12.8976,663.9779,0.2412,0.0395,0.2017,1.2757,0.5432,0.5299,0.0133,37.8726,663.9779,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,705.8671,NA,41.84970000000000,34.66290000000000,0.25710000000000,1.44530000000000,5.7108,664.2191,41.9051,41.6480,0.2571,41.7547,1.3386,1.3386,0.0000,-34.4217,664.2191,NA,16.6713,16.6713
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,706.1643,NA,0.29720000000000,6.94970000000000,0.16550000000000,4.59670000000000,12.3633,706.1242,0.2056,0.0401,0.1655,1.1882,3.4486,3.4383,0.0103,34.9554,706.1242,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,751.3246,NA,45.16030000000000,34.73060000000000,0.34610000000000,1.44670000000000,1.9336,706.3298,45.3409,44.9948,0.3461,45.1366,1.3049,1.3049,0.0000,-34.5250,706.3298,NA,4.3666,4.3666
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,751.7102,NA,0.38560000000000,6.93740000000000,0.19300000000000,1.64170000000000,8.4854,751.6707,0.2325,0.0395,0.1930,1.1006,0.5806,0.5731,0.0075,38.4035,751.6707,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,706.3969,NA,118.32380000000001,118.03760000000000,0.00000000000000,3.24140000000000,5.1793,588.0731,118.3238,118.3238,0.0000,1.8691,119.6961,3.9375,115.7586,1.1261,588.0731,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,789.8138,NA,38.10360000000000,34.73300000000000,0.33530000000000,1.31520000000000,5.1148,751.9032,38.2459,37.9106,0.3353,1.4487,37.7771,1.2062,36.5709,-34.5005,751.9032,NA,21.0005,21.0005
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,790.2008,NA,0.38700000000000,6.94920000000000,0.22360000000000,2.46220000000000,11.6770,790.1491,0.2753,0.0517,0.2236,0.9799,1.5340,1.5245,0.0095,31.2967,790.1491,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,835.3702,NA,45.16940000000000,42.08150000000000,0.46620000000000,2.09120000000000,8.5891,790.4244,45.4120,44.9458,0.4662,45.0862,1.9508,1.9508,0.0000,-41.8062,790.4244,NA,20.0749,20.0749
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,835.8759,NA,0.50570000000000,6.54610000000000,0.19560000000000,2.49770000000000,14.6295,835.8364,0.2351,0.0395,0.1956,1.6250,0.9122,0.9038,0.0084,38.8659,835.8364,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,796.4096,NA,90.01270000000000,90.30010000000000,0.00000000000000,0.43760000000000,5.4667,706.3969,90.0127,90.0127,0.0000,3.2414,87.2089,1.1454,86.0635,28.0237,706.3969,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,881.3333,NA,45.45740000000000,34.68620000000000,0.44150000000000,1.66900000000000,3.8583,836.0715,45.7033,45.2618,0.4415,45.3775,1.5533,1.5533,0.0000,-34.4511,836.0715,NA,8.3084,8.3084
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,886.6049,NA,90.19530000000000,90.26080000000000,0.00000000000000,0.44480000000000,5.5322,796.4096,90.1953,90.1953,0.0000,0.4376,90.2025,1.1430,89.0595,-0.2481,796.4096,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,881.8358,NA,0.50250000000000,6.94710000000000,0.18090000000000,2.66620000000000,10.3029,881.7748,0.2419,0.0610,0.1809,1.2275,1.4997,1.4896,0.0101,38.7562,881.7748,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,920.4711,NA,38.63530000000000,34.72890000000000,0.32290000000000,1.85830000000000,6.3965,882.0167,38.7773,38.4544,0.3229,38.6101,1.7026,1.6952,0.0074,-34.4870,882.0167,NA,34.9529,34.9529
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,922.6827,NA,2.21160000000000,6.93090000000000,0.19440000000000,1.68450000000000,11.1158,920.7940,2.0831,1.8887,0.1944,1.5354,2.0378,1.6106,0.4272,31.8464,920.7940,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,922.9139,NA,0.23120000000000,6.97470000000000,0.15610000000000,5.74910000000000,17.8593,922.8771,0.1929,0.0368,0.1561,4.0960,1.6899,1.6781,0.0118,-4.8916,922.8771,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,921.6680,NA,35.06310000000000,34.72870000000000,0.00000000000000,1.13600000000000,5.1978,886.6049,35.0631,35.0631,0.0000,0.4448,35.7543,1.8694,33.8849,55.4666,886.6049,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,967.7834,NA,44.86950000000000,34.72370000000000,0.45030000000000,2.17740000000000,7.7135,923.0700,45.1637,44.7134,0.4503,44.8251,2.0657,2.0657,0.0000,-34.5308,923.0700,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,968.2785,NA,0.49510000000000,6.94000000000000,0.28850000000000,2.45380000000000,14.1584,968.2337,0.3333,0.0448,0.2885,1.7271,0.7715,0.7661,0.0054,38.2237,968.2337,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1013.1518,NA,44.87330000000000,34.71150000000000,0.46390000000000,1.71080000000000,3.9966,968.5670,45.0487,44.5848,0.4639,44.7268,1.5688,1.5688,0.0000,-34.3782,968.5670,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1013.6554,NA,0.50360000000000,6.93890000000000,0.17050000000000,1.73140000000000,10.4319,1013.6157,0.2102,0.0397,0.1705,1.2469,0.5242,0.5143,0.0099,38.1098,1013.6157,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1058.7829,NA,45.12750000000000,41.66780000000000,0.31870000000000,1.95610000000000,6.9722,1013.8259,45.2757,44.9570,0.3187,45.0848,1.8283,1.8283,0.0000,-41.4576,1013.8259,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,976.8473,NA,55.17930000000000,55.56950000000000,0.00000000000000,3.11280000000000,5.5880,921.6680,55.1793,55.1793,0.0000,1.1360,57.1561,3.8408,53.3153,-20.5064,921.6680,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1059.1487,NA,0.36580000000000,6.97660000000000,0.19290000000000,2.06940000000000,13.5830,1059.1016,0.2400,0.0471,0.1929,1.6374,0.4791,0.4670,0.0121,38.2991,1059.1016,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1100.0274,NA,40.87870000000000,34.72480000000000,0.31390000000000,2.29750000000000,7.4291,1059.3416,40.9997,40.6858,0.3139,29.7206,13.2627,3.1753,10.0874,-34.4848,1059.3416,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1100.3841,NA,0.35670000000000,6.99330000000000,0.18250000000000,2.56420000000000,14.0657,1100.3413,0.2253,0.0428,0.1825,1.9836,0.6234,0.6120,0.0114,34.0064,1100.3413,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,1095.0220,NA,118.17470000000000,118.06659999999999,0.00000000000000,1.88320000000000,5.4799,976.8473,118.1747,118.1747,0.0000,3.1128,116.9451,2.6020,114.3431,-62.8873,976.8473,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1142.1311,NA,41.74700000000000,34.66780000000000,0.28960000000000,1.89720000000000,6.9865,1100.5666,41.8541,41.5645,0.2896,41.6880,1.7737,1.7737,0.0000,-34.4425,1100.5666,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1142.4635,NA,0.33240000000000,6.96330000000000,0.17080000000000,3.52480000000000,13.6174,1142.4207,0.2136,0.0428,0.1708,1.6076,1.9600,1.9489,0.0111,34.8908,1142.4207,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1183.6062,NA,41.14270000000000,34.73630000000000,0.33810000000000,2.07650000000000,7.2110,1142.6343,41.3100,40.9719,0.3381,41.1156,1.9328,1.9328,0.0000,-34.5227,1142.6343,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,1150.8354,NA,55.81340000000000,55.57670000000000,0.00000000000000,1.79560000000000,5.2432,1095.0220,55.8134,55.8134,0.0000,1.8832,55.7258,2.5119,53.2139,62.5980,1095.0220,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1183.9860,NA,0.37980000000000,6.93130000000000,0.17110000000000,2.30120000000000,13.7625,1183.9443,0.2128,0.0417,0.1711,1.7384,0.6045,0.5937,0.0108,34.3787,1183.9443,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1224.2120,NA,40.22600000000000,34.67370000000000,0.41490000000000,1.77610000000000,8.2102,1184.1571,40.4698,40.0549,0.4149,40.1575,1.6735,1.6735,0.0000,-34.4609,1184.1571,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1224.6648,NA,0.45280000000000,6.97840000000000,0.16590000000000,2.38910000000000,14.7358,1224.6269,0.2038,0.0379,0.1659,1.3612,1.0658,1.0570,0.0088,33.4914,1224.6269,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1269.4562,NA,44.79140000000000,34.70220000000000,0.45470000000000,1.73560000000000,4.6466,1224.8307,45.0802,44.6255,0.4547,44.7659,1.5952,1.5952,0.0000,-34.4984,1224.8307,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1269.9493,NA,0.49310000000000,6.94090000000000,0.16880000000000,1.70640000000000,11.0944,1269.9109,0.2072,0.0384,0.1688,1.2809,0.4639,0.4548,0.0091,38.1393,1269.9109,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1315.4187,NA,45.46940000000000,41.69180000000000,0.26740000000000,1.99070000000000,7.3168,1270.1181,45.5680,45.3006,0.2674,45.4115,1.8798,1.8798,0.0000,-41.4846,1270.1181,NA,15.8006,15.8006
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1315.7249,NA,0.30620000000000,6.96750000000000,0.18980000000000,2.39890000000000,13.9781,1315.6861,0.2286,0.0388,0.1898,1.7233,0.7144,0.6991,0.0153,38.6005,1315.6861,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,1220.0056,NA,69.17019999999999,69.40989999999999,0.00000000000000,0.44620000000000,5.4829,1150.8354,69.1702,69.1702,0.0000,1.7956,67.8208,1.2095,66.6113,-13.5965,1150.8354,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1354.4642,NA,38.73930000000000,27.71300000000000,0.41530000000000,1.48330000000000,2.9518,1315.9147,38.9648,38.5495,0.4153,38.6931,1.3397,1.3397,0.0000,-27.4844,1315.9147,NA,9.4781,9.4781
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1354.9266,NA,0.46240000000000,6.97640000000000,0.19600000000000,1.52260000000000,9.4658,1354.8795,0.2431,0.0471,0.1960,1.0680,0.5017,0.4904,0.0113,31.9884,1354.8795,NA,11.4510,11.4510
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1392.4141,NA,37.48750000000000,34.70720000000000,0.27040000000000,1.59800000000000,6.6855,1355.1226,37.5619,37.2915,0.2704,1.5148,37.3747,2.0937,35.2810,-34.4641,1355.1226,NA,12.1797,12.1797
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1392.7222,NA,0.30810000000000,6.94930000000000,0.16720000000000,1.89870000000000,13.3267,1392.6845,0.2049,0.0377,0.1672,1.3276,0.6088,0.5973,0.0115,30.6126,1392.6845,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1434.6757,NA,41.95350000000000,34.72430000000000,0.30820000000000,1.43950000000000,6.0975,1392.8894,42.0945,41.7863,0.3082,41.9206,1.3052,1.3052,0.0000,-34.5194,1392.8894,NA,7.8754,7.8754
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1435.0227,NA,0.34700000000000,7.00710000000000,0.21790000000000,1.59060000000000,12.7576,1434.9839,0.2567,0.0388,0.2179,1.1313,0.4981,0.4872,0.0109,35.0874,1434.9839,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1460.0247,NA,25.00200000000000,20.78630000000000,0.45530000000000,1.89780000000000,8.5419,1435.2406,25.2394,24.7841,0.4553,24.9238,1.7581,1.7444,0.0137,-20.5296,1435.2406,NA,12.6574,12.6574
