Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,733.7139,NA,0.24790000000000,6.87860000000000,0.16060000000000,3.24930000000000,14.2469,733.6760,0.1985,0.0379,0.1606,2.0936,1.1936,1.1786,0.0150,37.6108,733.6760,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,779.6745,NA,45.96060000000000,34.71120000000000,0.49980000000000,1.72980000000000,2.9975,733.8745,46.2998,45.8000,0.4998,45.9721,1.5577,1.5577,0.0000,-34.5127,733.8745,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,780.2330,NA,0.55850000000000,6.94980000000000,0.17140000000000,1.73740000000000,9.3888,780.1743,0.2301,0.0587,0.1714,1.2300,0.5661,0.5489,0.0172,39.3500,780.1743,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,735.4289,NA,97.26040000000000,97.30580000000000,0.00000000000000,1.51330000000000,5.6512,638.1685,97.2604,97.2604,0.0000,0.4400,98.3337,2.2234,96.1103,13.5465,638.1685,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,820.4474,NA,40.21440000000000,34.69170000000000,0.26300000000000,1.33610000000000,3.8661,780.4044,40.3060,40.0430,0.2630,37.8274,3.5517,2.9292,0.6225,-34.4616,780.4044,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,827.4521,NA,92.02320000000000,90.18760000000000,0.00000000000000,2.80680000000000,3.8156,735.4289,92.0232,92.0232,0.0000,1.5133,93.3167,3.5722,89.7445,7.0728,735.4289,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,820.7553,NA,0.30790000000000,6.95570000000000,0.18860000000000,1.59310000000000,10.5139,820.7104,0.2335,0.0449,0.1886,1.0731,0.5649,0.5569,0.0080,33.3503,820.7104,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,864.3203,NA,43.56500000000000,41.66250000000000,0.43480000000000,1.79540000000000,8.6114,820.9439,43.8112,43.3764,0.4348,43.5166,1.6552,1.6552,0.0000,-41.4290,820.9439,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,864.7937,NA,0.47340000000000,6.97620000000000,0.16320000000000,2.65100000000000,15.1142,864.7551,0.2018,0.0386,0.1632,1.3606,1.3290,1.3169,0.0121,36.8350,864.7551,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,901.2215,NA,36.42780000000000,27.77470000000000,0.32100000000000,1.68330000000000,6.4611,864.9569,36.5856,36.2646,0.3210,36.4107,1.5372,1.5176,0.0196,-27.5729,864.9569,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,911.7416,NA,10.52010000000000,6.90870000000000,0.42110000000000,1.70220000000000,2.8497,901.5425,10.6202,10.1991,0.4211,1.3623,10.5390,1.6058,8.9332,29.6769,901.5425,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,912.2021,NA,0.46050000000000,6.95940000000000,0.16930000000000,1.75760000000000,9.3486,912.1627,0.2087,0.0394,0.1693,1.2811,0.5159,0.5061,0.0098,3.6608,912.1627,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,961.5157,NA,49.31360000000000,41.78390000000000,0.45850000000000,1.78480000000000,1.8189,912.3714,49.6028,49.1443,0.4585,49.2757,1.6534,1.6534,0.0000,-41.5752,912.3714,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,962.0147,NA,0.49900000000000,6.88500000000000,0.18210000000000,2.61350000000000,8.2049,961.9742,0.2226,0.0405,0.1821,1.3263,1.3277,1.3031,0.0246,42.7178,961.9742,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1007.3312,NA,45.31650000000000,41.65410000000000,0.44200000000000,1.73340000000000,4.5425,962.1968,45.5764,45.1344,0.4420,2.4314,44.4364,1.6295,42.8069,-41.4315,962.1968,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,860.9095,NA,33.45740000000000,34.86720000000000,0.00000000000000,1.94880000000000,5.2254,827.4521,33.4574,33.4574,0.0000,2.8068,32.5994,2.9168,29.6826,57.1560,827.4521,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1007.8129,NA,0.48170000000000,7.10620000000000,0.19170000000000,1.82280000000000,11.1670,1007.7732,0.2314,0.0397,0.1917,1.2914,0.5711,0.5542,0.0169,38.4702,1007.7732,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1053.1531,NA,45.34020000000000,41.50200000000000,0.26650000000000,2.35980000000000,7.3288,1008.0046,45.4150,45.1485,0.2665,13.9578,33.5505,3.3453,30.2052,-41.2706,1008.0046,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1053.4589,NA,0.30580000000000,6.93940000000000,0.17390000000000,2.61690000000000,13.9624,1053.4196,0.2132,0.0393,0.1739,2.0933,0.5629,0.5396,0.0233,38.4756,1053.4196,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,1027.3607,NA,166.45120000000000,166.55350000000001,0.00000000000000,1.98720000000000,5.3277,860.9095,166.4512,166.4512,0.0000,1.9488,166.4896,2.8550,163.6346,-133.0961,860.9095,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1099.5669,NA,46.10800000000000,34.67520000000000,0.22730000000000,1.39670000000000,2.5296,1053.6328,46.1614,45.9341,0.2273,43.2909,4.0399,2.3311,1.7088,-34.4620,1053.6328,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,1103.9289,NA,76.56820000000000,76.39250000000000,0.00000000000000,0.51650000000000,5.1520,1027.3607,76.5682,76.5682,0.0000,1.9872,75.0975,1.4432,73.6543,90.0587,1027.3607,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1099.8331,NA,0.26620000000000,6.98610000000000,0.16420000000000,1.67000000000000,9.2495,1099.7942,0.2031,0.0389,0.1642,1.1694,0.5395,0.5236,0.0159,39.1753,1099.7942,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1140.9077,NA,41.07460000000000,34.67350000000000,0.40930000000000,1.60260000000000,2.8484,1099.9973,41.3197,40.9104,0.4093,41.0314,1.4816,1.4816,0.0000,-34.4704,1099.9973,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1141.3573,NA,0.44960000000000,6.98940000000000,0.16520000000000,1.73650000000000,9.3882,1141.3170,0.2055,0.0403,0.1652,1.1933,0.5835,0.5723,0.0112,34.3303,1141.3170,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1190.4288,NA,49.07150000000000,41.66040000000000,0.43650000000000,1.56440000000000,1.9771,1141.5225,49.3428,48.9063,0.4365,49.0185,1.4522,1.4522,0.0000,-41.4549,1141.5225,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1190.9058,NA,0.47700000000000,6.96590000000000,0.19110000000000,1.68790000000000,8.4660,1190.8653,0.2316,0.0405,0.1911,1.1279,0.6005,0.5886,0.0119,42.3769,1190.8653,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1232.7900,NA,41.88420000000000,41.68400000000000,0.29450000000000,1.42140000000000,8.2658,1191.0969,41.9876,41.6931,0.2945,1.4968,41.6177,1.2931,40.3246,-41.4524,1191.0969,NA,NA,NA
